time,weather_code,temperature_2m_mean,temperature_2m_max,temperature_2m_min,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max
2019-04-24,2,6.4,12.8,-0.1,-3.9,0.0,0.0,0.0,0.0,24.0,56.9
2019-04-25,3,5.9,14.0,-2.5,-6.1,0.0,0.0,0.0,0.0,14.4,33.5
2019-04-26,51,4.8,9.8,0.5,-4.4,0.6,0.6,0.0,4.0,17.2,36.7
2019-04-27,75,1.4,5.2,-2.3,-8.9,13.3,1.7,8.26,14.0,29.4,60.8
2019-04-28,73,-0.9,4.8,-5.1,-10.8,2.0,0.0,1.47,3.0,25.6,54.4
2019-04-29,71,0.3,5.0,-4.8,-9.3,0.2,0.2,0.07,1.0,9.9,22.3
2019-04-30,73,-0.5,3.4,-5.5,-9.6,0.5,0.2,0.28,2.0,15.8,45.0
2019-05-01,71,2.3,7.8,-2.9,-7.4,0.1,0.1,0.28,1.0,15.3,30.6
2019-05-02,71,3.6,10.0,-0.4,-4.7,1.2,0.6,0.56,5.0,17.3,34.6
2019-05-03,51,3.8,8.4,1.0,-3.1,0.2,0.2,0.0,2.0,22.1,50.4
2019-05-04,73,-0.2,1.0,-2.0,-5.1,5.8,0.0,4.06,17.0,11.8,26.3
2019-05-05,73,0.3,4.6,-3.7,-7.5,1.4,0.0,1.26,6.0,13.8,32.8
2019-05-06,3,5.1,12.6,-2.9,-6.5,0.0,0.0,0.0,0.0,9.3,22.3
2019-05-07,55,6.3,10.2,2.6,-0.1,2.4,2.4,0.0,9.0,11.0,32.4
2019-05-08,55,6.2,11.1,0.5,-2.4,2.2,2.2,0.0,8.0,8.4,29.5
2019-05-09,51,10.4,19.0,1.6,-2.1,0.4,0.4,0.0,1.0,11.9,20.2
2019-05-10,3,14.0,18.8,6.8,3.8,0.0,0.0,0.0,0.0,23.7,54.7
2019-05-11,3,13.9,25.2,1.0,-2.0,0.0,0.0,0.0,0.0,11.3,29.5
2019-05-12,3,16.7,23.2,10.3,6.8,0.0,0.0,0.0,0.0,13.9,35.3
2019-05-13,53,13.4,19.8,7.9,4.2,1.9,1.9,0.0,7.0,13.3,29.2
2019-05-14,51,14.5,21.4,8.6,7.0,0.9,0.9,0.0,6.0,14.1,34.9
2019-05-15,51,12.7,16.9,8.2,5.0,0.3,0.3,0.0,3.0,19.2,43.6
2019-05-16,51,7.7,10.1,5.9,2.5,2.5,2.5,0.0,11.0,20.6,43.9
2019-05-17,71,5.0,6.8,3.2,-0.1,9.6,9.4,0.14,23.0,12.8,27.0
2019-05-18,73,3.7,5.9,1.6,-1.9,7.5,5.5,1.4,20.0,20.3,42.8
2019-05-19,3,5.9,10.8,-0.1,-3.5,0.0,0.0,0.0,0.0,21.3,45.0
2019-05-20,51,5.8,9.4,-0.6,-4.0,0.8,0.8,0.0,5.0,22.9,49.0
2019-05-21,53,5.5,7.7,2.4,-0.0,5.7,5.7,0.0,18.0,13.4,32.8
2019-05-22,53,10.4,17.4,2.6,0.2,1.1,1.1,0.0,4.0,9.5,24.5
2019-05-23,3,12.7,20.5,3.6,0.5,0.0,0.0,0.0,0.0,15.1,34.6
2019-05-24,55,10.8,15.9,6.5,3.5,2.7,2.7,0.0,4.0,15.9,32.8
2019-05-25,55,9.3,11.9,3.7,1.1,4.0,4.0,0.0,8.0,17.1,31.7
2019-05-26,3,10.0,17.0,1.2,-2.1,0.0,0.0,0.0,0.0,12.2,29.9
2019-05-27,2,12.0,19.9,1.6,-1.4,0.0,0.0,0.0,0.0,11.7,29.2
2019-05-28,3,14.1,23.0,3.8,1.0,0.0,0.0,0.0,0.0,10.1,22.0
2019-05-29,0,17.0,27.4,4.8,2.1,0.0,0.0,0.0,0.0,9.7,18.0
2019-05-30,53,16.7,23.8,10.8,9.6,1.4,1.4,0.0,4.0,18.4,43.9
2019-05-31,55,14.5,22.1,7.8,6.2,1.8,1.8,0.0,4.0,13.4,34.6
2019-06-01,51,17.6,27.2,7.3,5.0,0.2,0.2,0.0,1.0,9.2,25.9
2019-06-02,3,19.7,27.6,11.3,7.9,0.0,0.0,0.0,0.0,14.5,36.0
2019-06-03,3,19.0,26.4,10.4,8.1,0.0,0.0,0.0,0.0,30.7,47.2
2019-06-04,53,15.4,24.6,7.7,5.1,1.9,1.9,0.0,6.0,24.6,43.2
2019-06-05,3,14.5,22.9,4.8,2.3,0.0,0.0,0.0,0.0,16.1,39.2
2019-06-06,53,12.9,17.7,7.2,4.7,1.0,1.0,0.0,3.0,12.0,26.6
2019-06-07,63,5.5,8.1,3.8,0.6,19.5,19.5,0.0,19.0,20.6,37.8
2019-06-08,51,8.1,13.3,1.9,-1.2,0.5,0.5,0.0,4.0,12.5,25.2
2019-06-09,3,11.0,17.8,2.8,0.2,0.0,0.0,0.0,0.0,12.8,32.4
2019-06-10,3,13.0,19.3,5.7,3.2,0.0,0.0,0.0,0.0,14.6,28.8
2019-06-11,3,15.2,23.2,7.1,5.1,0.0,0.0,0.0,0.0,8.9,18.4
2019-06-12,3,18.8,25.9,9.4,7.4,0.0,0.0,0.0,0.0,11.5,23.8
2019-06-13,61,18.4,27.0,12.1,10.6,3.4,3.4,0.0,4.0,17.6,29.5
2019-06-14,61,14.4,18.8,11.0,9.5,6.3,6.3,0.0,12.0,17.2,37.8
2019-06-15,2,15.3,20.8,10.0,8.2,0.0,0.0,0.0,0.0,9.4,27.0
2019-06-16,51,16.0,23.1,8.3,6.5,0.1,0.1,0.0,1.0,9.0,20.5
2019-06-17,51,16.4,23.6,8.2,6.4,0.1,0.1,0.0,1.0,14.4,37.1
2019-06-18,63,15.8,22.1,10.0,8.9,6.1,6.1,0.0,6.0,18.7,39.2
2019-06-19,63,10.6,13.0,6.7,2.7,14.7,14.7,0.0,13.0,28.5,64.4
2019-06-20,51,7.9,11.4,4.4,1.8,0.8,0.8,0.0,3.0,22.1,38.9
2019-06-21,61,9.3,12.1,6.3,3.1,15.1,15.1,0.0,19.0,31.4,58.7
2019-06-22,51,13.4,19.5,7.4,4.5,0.1,0.1,0.0,1.0,20.1,38.9
2019-06-23,55,12.9,16.6,9.4,7.6,6.5,6.5,0.0,13.0,9.8,28.4
2019-06-24,61,12.2,17.3,7.2,4.5,3.8,3.8,0.0,2.0,12.7,26.3
2019-06-25,61,12.2,16.8,7.0,4.9,2.4,2.4,0.0,5.0,8.2,24.1
2019-06-26,51,14.0,19.4,7.6,5.8,0.3,0.3,0.0,3.0,9.4,28.4
2019-06-27,61,12.1,14.4,9.5,8.2,13.9,13.9,0.0,18.0,10.4,28.8
2019-06-28,3,13.5,20.7,4.4,1.4,0.0,0.0,0.0,0.0,13.8,41.8
2019-06-29,51,14.0,20.7,6.6,3.2,0.3,0.3,0.0,1.0,18.0,37.8
2019-06-30,2,14.1,21.4,6.0,3.6,0.0,0.0,0.0,0.0,8.5,18.7
2019-07-01,53,13.6,23.0,7.5,4.8,1.0,1.0,0.0,4.0,29.2,63.7
2019-07-02,55,10.9,17.1,5.9,3.5,7.6,7.6,0.0,11.0,10.5,24.1
2019-07-03,51,12.2,18.9,6.1,3.8,0.5,0.5,0.0,4.0,12.4,25.6
2019-07-04,61,9.4,10.1,8.1,6.9,18.2,18.2,0.0,18.0,10.6,23.4
2019-07-05,53,10.9,14.0,8.4,7.1,4.9,4.9,0.0,13.0,11.8,26.3
2019-07-06,61,15.0,22.1,10.0,8.9,4.5,4.5,0.0,3.0,15.3,37.1
2019-07-07,51,14.3,20.3,9.9,8.5,0.8,0.8,0.0,3.0,10.2,29.2
2019-07-08,51,14.1,19.3,9.0,7.0,0.2,0.2,0.0,1.0,11.5,25.6
2019-07-09,53,14.4,20.4,9.2,8.3,2.4,2.4,0.0,9.0,12.1,28.4
2019-07-10,53,17.1,24.5,9.6,8.9,0.6,0.6,0.0,2.0,12.9,31.3
2019-07-11,2,17.6,23.2,11.3,10.3,0.0,0.0,0.0,0.0,11.8,34.6
2019-07-12,3,18.2,24.3,9.5,8.9,0.0,0.0,0.0,0.0,8.9,26.3
2019-07-13,53,17.6,23.6,10.6,9.4,0.7,0.7,0.0,1.0,10.7,23.8
2019-07-14,55,16.1,22.7,9.3,8.1,1.3,1.3,0.0,2.0,13.4,39.2
2019-07-15,51,15.7,21.4,8.0,6.3,0.1,0.1,0.0,1.0,10.7,21.2
2019-07-16,63,14.6,18.1,10.7,9.6,9.5,9.5,0.0,16.0,10.0,29.9
2019-07-17,53,14.7,21.5,7.3,5.5,0.7,0.7,0.0,2.0,15.5,32.0
2019-07-18,53,12.3,17.3,7.9,5.7,1.9,1.9,0.0,4.0,17.0,43.6
2019-07-19,61,11.4,14.9,7.1,3.4,4.7,4.7,0.0,8.0,19.6,37.1
2019-07-20,61,12.1,15.5,9.3,6.3,12.5,12.5,0.0,19.0,19.1,36.7
2019-07-21,3,14.4,21.5,6.3,4.4,0.0,0.0,0.0,0.0,20.4,43.2
2019-07-22,3,17.2,25.3,8.6,6.8,0.0,0.0,0.0,0.0,11.7,25.2
2019-07-23,3,21.5,30.0,12.3,11.5,0.0,0.0,0.0,0.0,9.4,27.0
2019-07-24,51,18.3,21.9,12.1,8.6,1.0,1.0,0.0,3.0,25.3,63.0
2019-07-25,0,17.8,24.9,9.4,5.8,0.0,0.0,0.0,0.0,19.2,40.3
2019-07-26,1,18.6,28.2,8.1,5.8,0.0,0.0,0.0,0.0,10.1,21.2
2019-07-27,55,17.3,25.9,10.5,8.5,1.8,1.8,0.0,2.0,24.4,56.9
2019-07-28,3,16.1,22.1,10.2,6.5,0.0,0.0,0.0,0.0,20.0,44.3
2019-07-29,1,16.3,24.2,7.5,5.7,0.0,0.0,0.0,0.0,10.8,25.9
2019-07-30,53,17.0,26.3,8.0,6.6,0.8,0.8,0.0,2.0,20.0,45.4
2019-07-31,1,17.6,25.4,8.7,7.7,0.0,0.0,0.0,0.0,15.8,37.8
2019-08-01,3,18.2,27.1,10.9,9.4,0.0,0.0,0.0,0.0,14.7,32.8
2019-08-02,2,20.4,29.5,10.5,9.1,0.0,0.0,0.0,0.0,21.9,50.8
2019-08-03,51,17.5,24.6,10.0,8.7,0.5,0.5,0.0,4.0,19.0,45.7
2019-08-04,1,16.4,24.7,8.1,6.5,0.0,0.0,0.0,0.0,8.9,20.9
2019-08-05,2,18.1,27.9,7.9,6.0,0.0,0.0,0.0,0.0,12.2,27.7
2019-08-06,53,15.1,20.0,11.4,10.2,3.7,3.7,0.0,11.0,15.0,29.2
2019-08-07,55,16.3,24.0,11.0,9.5,1.2,1.2,0.0,1.0,13.0,27.7
2019-08-08,53,19.1,28.3,10.9,10.2,0.5,0.5,0.0,1.0,11.2,25.9
2019-08-09,53,14.0,15.8,10.8,9.8,1.3,1.3,0.0,4.0,18.4,34.2
2019-08-10,53,11.6,14.7,9.9,8.4,2.0,2.0,0.0,7.0,17.6,37.1
2019-08-11,53,13.5,17.4,10.7,8.9,2.5,2.5,0.0,9.0,13.5,29.9
2019-08-12,51,13.2,15.8,11.5,10.2,2.0,2.0,0.0,11.0,13.2,25.6
2019-08-13,51,14.2,20.4,9.3,8.6,0.3,0.3,0.0,1.0,6.6,19.8
2019-08-14,55,14.9,22.7,8.5,7.5,2.9,2.9,0.0,4.0,9.4,25.9
2019-08-15,3,17.3,24.6,9.8,7.0,0.0,0.0,0.0,0.0,13.0,23.0
2019-08-16,61,11.9,14.3,7.8,5.7,8.6,8.6,0.0,13.0,21.4,45.4
2019-08-17,3,11.5,18.7,4.1,1.7,0.0,0.0,0.0,0.0,10.9,24.8
2019-08-18,3,16.1,25.3,9.1,6.8,0.0,0.0,0.0,0.0,16.0,34.9
2019-08-19,3,13.2,19.8,7.0,4.6,0.0,0.0,0.0,0.0,11.6,29.9
2019-08-20,3,16.7,26.0,8.2,5.9,0.0,0.0,0.0,0.0,14.3,34.2
2019-08-21,3,20.4,31.8,11.1,9.6,0.0,0.0,0.0,0.0,16.6,38.9
2019-08-22,63,15.6,19.9,10.4,9.0,7.2,7.2,0.0,12.0,14.6,38.2
2019-08-23,51,16.2,23.4,10.6,8.5,0.1,0.1,0.0,1.0,22.6,49.7
2019-08-24,53,15.6,22.5,9.1,7.8,0.6,0.6,0.0,1.0,12.2,24.5
2019-08-25,55,11.4,15.8,6.7,4.8,4.5,4.5,0.0,8.0,11.9,24.1
2019-08-26,51,11.5,17.2,6.1,3.6,0.1,0.1,0.0,1.0,13.9,36.7
2019-08-27,3,13.1,23.9,2.9,-0.1,0.0,0.0,0.0,0.0,10.8,32.8
2019-08-28,3,14.7,18.6,11.2,9.1,0.0,0.0,0.0,0.0,16.4,34.9
2019-08-29,3,15.1,20.7,10.5,8.2,0.0,0.0,0.0,0.0,17.4,37.4
2019-08-30,51,12.9,19.7,6.3,4.1,0.6,0.6,0.0,3.0,8.9,24.5
2019-08-31,53,12.6,19.7,5.8,4.2,2.1,2.1,0.0,3.0,13.7,30.2
2019-09-01,55,13.7,18.9,11.1,10.0,4.4,4.4,0.0,7.0,14.5,31.7
2019-09-02,51,14.6,20.9,8.9,6.8,0.1,0.1,0.0,1.0,15.3,38.2
2019-09-03,3,15.6,25.0,6.4,4.1,0.0,0.0,0.0,0.0,10.4,23.0
2019-09-04,53,16.9,24.7,9.9,8.0,1.0,1.0,0.0,4.0,17.8,39.6
2019-09-05,3,15.2,22.3,9.3,7.6,0.0,0.0,0.0,0.0,13.8,28.8
2019-09-06,3,14.0,19.8,8.5,6.7,0.0,0.0,0.0,0.0,16.8,38.9
2019-09-07,3,16.4,25.1,9.7,8.4,0.0,0.0,0.0,0.0,13.4,31.3
2019-09-08,3,13.3,17.0,9.7,8.6,0.0,0.0,0.0,0.0,11.3,25.6
2019-09-09,61,9.7,12.1,7.0,4.6,11.6,11.6,0.0,13.0,13.3,27.7
2019-09-10,55,7.6,9.7,6.2,3.4,8.6,8.6,0.0,17.0,13.0,24.1
2019-09-11,51,9.5,14.9,6.6,4.5,0.1,0.1,0.0,1.0,12.4,29.5
2019-09-12,3,12.0,21.6,3.1,0.7,0.0,0.0,0.0,0.0,9.9,20.5
2019-09-13,55,12.5,19.8,8.1,5.9,1.6,1.6,0.0,4.0,12.2,35.6
2019-09-14,3,12.9,20.5,5.9,3.1,0.0,0.0,0.0,0.0,17.6,35.3
2019-09-15,3,15.7,22.8,9.7,7.3,0.0,0.0,0.0,0.0,15.5,33.8
2019-09-16,3,14.0,20.1,8.6,6.5,0.0,0.0,0.0,0.0,12.3,29.5
2019-09-17,3,11.5,16.9,7.5,5.7,0.0,0.0,0.0,0.0,10.0,24.1
2019-09-18,53,9.2,14.4,3.8,1.0,0.9,0.9,0.0,2.0,8.0,20.5
2019-09-19,51,10.0,15.4,6.4,4.2,2.2,2.2,0.0,9.0,10.5,21.2
2019-09-20,51,10.0,15.3,5.9,2.7,0.6,0.6,0.0,2.0,15.9,36.7
2019-09-21,3,10.7,20.2,2.5,-0.4,0.0,0.0,0.0,0.0,10.0,19.8
2019-09-22,3,14.3,23.5,7.4,4.4,0.0,0.0,0.0,0.0,14.0,28.8
2019-09-23,3,12.3,17.3,7.7,5.3,0.0,0.0,0.0,0.0,15.9,33.5
2019-09-24,2,11.4,15.8,7.2,3.3,0.0,0.0,0.0,0.0,20.6,51.1
2019-09-25,3,10.5,16.4,5.7,1.6,0.0,0.0,0.0,0.0,17.8,33.8
2019-09-26,55,7.0,10.2,1.6,-1.5,6.7,6.7,0.0,14.0,20.7,45.0
2019-09-27,71,1.9,4.3,-1.6,-6.7,1.9,1.7,0.14,8.0,19.6,36.0
2019-09-28,73,-1.6,-0.6,-2.5,-7.6,2.8,0.0,2.45,16.0,17.2,37.4
2019-09-29,73,-2.2,-1.7,-2.8,-8.4,16.4,0.0,11.48,24.0,22.0,43.6
2019-09-30,73,-2.6,0.3,-6.9,-11.1,3.9,0.0,2.94,11.0,12.0,27.7
2019-10-01,2,-4.8,2.5,-11.3,-15.8,0.0,0.0,0.0,0.0,10.1,20.5
2019-10-02,3,-0.0,8.7,-7.2,-11.8,0.0,0.0,0.0,0.0,10.0,18.7
2019-10-03,3,2.7,10.0,-2.5,-6.2,0.0,0.0,0.0,0.0,9.6,18.0
2019-10-04,1,5.7,13.3,-0.3,-4.0,0.0,0.0,0.0,0.0,13.0,28.8
2019-10-05,3,7.3,13.6,2.6,-2.2,0.0,0.0,0.0,0.0,18.9,39.6
2019-10-06,0,9.3,18.1,3.9,-0.9,0.0,0.0,0.0,0.0,17.0,35.6
2019-10-07,51,9.9,17.3,3.0,-2.0,0.1,0.1,0.0,1.0,27.7,58.3
2019-10-08,73,-3.4,2.1,-7.2,-11.7,9.1,0.0,6.44,18.0,19.7,42.5
2019-10-09,3,-6.8,-3.6,-11.2,-16.2,0.0,0.0,0.0,0.0,12.8,28.1
2019-10-10,0,-4.6,3.0,-11.5,-16.2,0.0,0.0,0.0,0.0,10.8,19.4
2019-10-11,0,-0.9,6.7,-6.3,-10.7,0.0,0.0,0.0,0.0,8.9,20.9
2019-10-12,3,1.4,11.5,-5.5,-9.5,0.0,0.0,0.0,0.0,9.5,15.5
2019-10-13,3,4.3,8.8,1.4,-2.5,0.0,0.0,0.0,0.0,10.4,18.4
2019-10-14,71,2.7,5.9,-0.9,-4.7,0.1,0.0,0.14,1.0,23.9,48.6
2019-10-15,3,2.5,7.2,-2.6,-6.7,0.0,0.0,0.0,0.0,14.8,34.2
2019-10-16,3,8.1,17.5,0.4,-3.0,0.0,0.0,0.0,0.0,12.2,28.8
2019-10-17,3,7.7,14.0,0.1,-3.5,0.0,0.0,0.0,0.0,15.1,29.9
2019-10-18,3,4.1,11.4,-0.8,-4.9,0.0,0.0,0.0,0.0,22.6,48.2
2019-10-19,3,3.6,9.9,-0.4,-4.1,0.0,0.0,0.0,0.0,11.4,24.1
2019-10-20,3,0.5,8.2,-4.8,-8.5,0.0,0.0,0.0,0.0,9.4,24.1
2019-10-21,3,2.4,11.1,-2.6,-6.9,0.0,0.0,0.0,0.0,13.7,33.1
2019-10-22,3,4.2,11.1,-2.0,-5.6,0.0,0.0,0.0,0.0,26.4,59.4
2019-10-23,51,1.9,6.7,-3.9,-7.9,0.1,0.1,0.0,1.0,26.9,54.7
2019-10-24,3,6.8,16.3,-1.9,-6.4,0.0,0.0,0.0,0.0,17.7,39.2
2019-10-25,3,8.6,18.3,0.3,-6.7,0.0,0.0,0.0,0.0,35.5,70.9
2019-10-26,71,-1.5,0.7,-4.6,-10.3,0.3,0.0,0.42,2.0,29.4,70.2
2019-10-27,71,-1.8,3.0,-6.0,-11.4,0.0,0.0,0.28,0.0,17.8,41.0
2019-10-28,73,-8.8,-1.4,-12.6,-19.3,2.7,0.0,2.03,11.0,31.8,70.2
2019-10-29,1,-10.4,-2.8,-16.9,-22.2,0.0,0.0,0.0,0.0,14.4,31.0
2019-10-30,3,-1.9,8.3,-10.1,-15.3,0.0,0.0,0.0,0.0,15.4,27.0
2019-10-31,71,1.7,4.7,-2.1,-6.7,0.2,0.0,0.28,2.0,20.2,54.0
2019-11-01,3,0.5,7.0,-5.3,-10.3,0.0,0.0,0.0,0.0,11.7,22.7
2019-11-02,51,4.2,9.4,0.9,-2.9,0.1,0.1,0.0,1.0,11.5,23.0
2019-11-03,73,1.0,2.6,-1.1,-4.0,4.2,0.5,2.59,15.0,16.3,33.8
2019-11-04,71,-1.1,0.3,-2.3,-5.5,0.3,0.0,0.77,2.0,10.0,19.8
2019-11-05,73,-4.3,-0.1,-11.5,-16.0,4.5,0.0,3.36,16.0,17.2,38.5
2019-11-06,73,-12.5,-6.9,-16.4,-21.9,0.6,0.0,0.49,3.0,12.3,24.5
2019-11-07,3,-4.2,4.5,-14.0,-18.9,0.0,0.0,0.0,0.0,16.0,27.0
2019-11-08,51,6.4,11.1,1.4,-3.9,0.1,0.1,0.0,1.0,25.2,46.1
2019-11-09,71,-3.7,2.6,-9.6,-14.5,0.6,0.0,0.56,3.0,18.8,35.6
2019-11-10,73,-14.5,-9.8,-21.1,-26.7,4.5,0.0,3.22,14.0,12.3,29.9
2019-11-11,3,-10.8,-1.3,-21.6,-27.1,0.0,0.0,0.0,0.0,16.3,30.2
2019-11-12,73,1.2,3.5,-1.6,-6.8,2.5,0.8,1.19,5.0,14.4,25.9
2019-11-13,51,3.0,9.4,0.2,-3.8,0.3,0.3,0.0,2.0,15.1,27.4
2019-11-14,3,1.6,6.7,-2.5,-6.5,0.0,0.0,0.0,0.0,11.5,23.0
2019-11-15,51,4.8,7.5,2.1,-1.9,0.3,0.3,0.0,2.0,18.1,29.5
2019-11-16,51,3.4,8.1,0.7,-4.2,0.6,0.6,0.0,3.0,16.2,29.2
2019-11-17,3,8.0,14.0,1.6,-2.1,0.0,0.0,0.0,0.0,26.6,54.4
2019-11-18,3,3.1,7.7,-0.5,-4.5,0.0,0.0,0.0,0.0,19.8,41.0
2019-11-19,73,-0.4,0.8,-1.3,-4.8,10.4,0.0,7.35,22.0,11.5,23.0
2019-11-20,73,-6.6,-1.5,-10.6,-15.7,1.1,0.0,0.77,4.0,11.8,22.0
2019-11-21,3,-6.0,0.9,-10.9,-16.0,0.0,0.0,0.0,0.0,13.3,23.0
2019-11-22,3,1.2,5.5,-4.3,-9.2,0.0,0.0,0.0,0.0,22.5,35.6
2019-11-23,3,4.3,6.2,2.8,-2.6,0.0,0.0,0.0,0.0,23.4,44.3
2019-11-24,51,3.1,5.5,-0.8,-5.9,0.1,0.1,0.0,1.0,26.7,56.2
2019-11-25,3,-2.5,0.9,-5.4,-10.0,0.0,0.0,0.0,0.0,14.4,35.6
2019-11-26,73,-6.1,-3.9,-7.8,-13.0,1.6,0.1,1.26,6.0,13.8,27.7
2019-11-27,71,-12.2,-7.9,-13.8,-19.5,1.7,0.0,1.89,11.0,18.1,38.2
2019-11-28,71,-14.5,-12.5,-18.5,-23.3,1.2,0.0,1.19,8.0,10.8,22.7
2019-11-29,3,-15.7,-12.6,-19.5,-23.9,0.0,0.0,0.0,0.0,7.6,16.6
2019-11-30,3,-14.2,-8.0,-18.6,-23.2,0.0,0.0,0.0,0.0,10.1,20.9
2019-12-01,3,-5.6,0.3,-12.3,-17.3,0.0,0.0,0.0,0.0,14.0,27.4
2019-12-02,3,-1.7,2.5,-6.7,-11.4,0.0,0.0,0.0,0.0,20.5,35.6
2019-12-03,3,1.3,6.0,-4.2,-8.4,0.0,0.0,0.0,0.0,19.5,37.1
2019-12-04,71,-3.5,-2.0,-5.0,-9.6,0.0,0.0,0.28,0.0,18.5,41.4
2019-12-05,3,-6.6,-1.9,-10.4,-15.2,0.0,0.0,0.0,0.0,11.3,25.2
2019-12-06,3,-7.1,-2.8,-10.6,-15.0,0.0,0.0,0.0,0.0,9.0,19.1
2019-12-07,73,-6.1,-3.0,-9.3,-13.9,2.5,0.0,1.75,7.0,16.4,33.8
2019-12-08,73,-11.7,-9.1,-14.7,-19.4,3.3,0.0,2.38,7.0,11.2,24.1
2019-12-09,71,-6.4,-4.7,-9.2,-14.6,1.0,0.0,0.91,8.0,15.5,29.2
2019-12-10,3,-6.1,-3.2,-8.6,-13.7,0.0,0.0,0.0,0.0,12.3,24.8
2019-12-11,71,-9.6,-6.6,-13.5,-18.2,0.0,0.0,0.49,0.0,11.7,25.6
2019-12-12,3,-10.1,-5.4,-14.2,-19.1,0.0,0.0,0.0,0.0,10.0,16.2
2019-12-13,71,-14.1,-12.9,-15.5,-20.3,0.0,0.0,0.07,0.0,8.3,16.2
2019-12-14,3,-11.0,-4.8,-14.4,-18.8,0.0,0.0,0.0,0.0,11.6,20.9
2019-12-15,2,-10.6,-5.6,-14.0,-19.0,0.0,0.0,0.0,0.0,13.7,24.5
2019-12-16,3,-6.9,-2.0,-10.9,-16.6,0.0,0.0,0.0,0.0,16.9,28.4
2019-12-17,3,-0.4,2.8,-6.8,-12.6,0.0,0.0,0.0,0.0,17.4,38.9
2019-12-18,71,0.5,4.1,-4.0,-8.5,0.0,0.0,0.21,0.0,22.7,43.9
2019-12-19,3,-2.0,1.5,-5.5,-10.2,0.0,0.0,0.0,0.0,19.0,40.3
2019-12-20,71,1.0,5.1,-0.8,-5.6,1.2,1.0,0.21,6.0,18.0,34.9
2019-12-21,73,0.3,6.4,-3.0,-8.0,1.7,0.1,1.33,7.0,17.3,38.9
2019-12-22,73,-1.6,-0.6,-2.3,-6.2,3.7,0.0,2.87,14.0,10.9,20.9
2019-12-23,71,-4.6,-2.4,-11.1,-16.1,0.3,0.0,0.35,2.0,12.3,19.8
2019-12-24,1,-9.6,-5.4,-12.5,-17.5,0.0,0.0,0.0,0.0,10.6,19.1
2019-12-25,1,-12.0,-5.8,-14.9,-20.0,0.0,0.0,0.0,0.0,14.1,23.4
2019-12-26,1,-11.7,-4.3,-17.0,-22.7,0.0,0.0,0.0,0.0,15.3,23.8
2019-12-27,71,-6.1,-1.9,-8.5,-13.9,0.0,0.0,0.14,0.0,16.9,29.5
2019-12-28,3,-10.7,-6.5,-14.2,-19.2,0.0,0.0,0.0,0.0,14.1,25.6
2019-12-29,3,-5.6,2.0,-12.8,-17.6,0.0,0.0,0.0,0.0,10.4,19.8
2019-12-30,3,-5.7,2.1,-12.2,-16.7,0.0,0.0,0.0,0.0,17.0,25.9
2019-12-31,3,2.0,4.6,-1.3,-6.7,0.0,0.0,0.0,0.0,17.3,34.2
2020-01-01,71,-0.7,1.8,-4.1,-8.4,0.3,0.0,0.63,2.0,10.0,21.6
2020-01-02,73,-3.6,-0.8,-8.2,-13.1,2.5,0.1,1.82,6.0,15.5,36.4
2020-01-03,71,-2.4,2.7,-5.5,-10.5,0.8,0.1,0.7,5.0,18.4,32.4
2020-01-04,71,1.8,6.1,-3.3,-9.8,0.1,0.0,0.07,1.0,27.5,60.5
2020-01-05,3,-1.8,2.7,-7.1,-11.7,0.0,0.0,0.0,0.0,23.5,42.1
2020-01-06,73,-3.1,0.7,-5.7,-10.6,0.4,0.0,0.28,2.0,18.0,36.0
2020-01-07,73,-8.0,-5.4,-9.5,-14.1,2.1,0.0,1.75,6.0,16.6,33.1
2020-01-08,71,-8.6,-3.5,-14.2,-19.0,0.3,0.0,0.28,2.0,21.1,44.3
2020-01-09,3,-16.5,-13.5,-21.3,-26.6,0.0,0.0,0.0,0.0,10.2,22.7
2020-01-10,71,-14.5,-7.4,-21.7,-27.5,0.0,0.0,0.07,0.0,13.0,22.7
2020-01-11,71,-16.7,-10.2,-20.9,-26.6,0.0,0.0,0.21,0.0,12.6,25.6
2020-01-12,71,-23.5,-20.9,-25.5,-30.8,0.5,0.0,0.49,3.0,16.7,32.0
2020-01-13,71,-27.0,-25.1,-30.7,-35.6,0.4,0.0,0.63,3.0,10.5,22.3
2020-01-14,3,-29.7,-27.6,-32.2,-37.3,0.0,0.0,0.0,0.0,7.2,15.8
2020-01-15,3,-31.0,-29.0,-32.9,-37.3,0.0,0.0,0.0,0.0,9.4,20.5
2020-01-16,71,-29.3,-27.8,-30.8,-36.1,0.0,0.0,0.07,0.0,11.0,26.6
2020-01-17,71,-26.7,-22.7,-28.9,-34.4,0.0,0.0,0.07,0.0,10.9,22.3
2020-01-18,3,-23.9,-19.5,-29.6,-35.1,0.0,0.0,0.0,0.0,10.1,20.2
2020-01-19,3,-11.5,0.4,-21.9,-27.0,0.0,0.0,0.0,0.0,12.4,22.0
2020-01-20,3,0.5,4.8,-4.9,-9.7,0.0,0.0,0.0,0.0,17.6,29.5
2020-01-21,3,0.3,4.1,-3.8,-7.9,0.0,0.0,0.0,0.0,14.7,28.4
2020-01-22,3,-0.3,4.8,-4.6,-9.3,0.0,0.0,0.0,0.0,14.9,28.4
2020-01-23,3,-1.4,3.3,-6.5,-11.4,0.0,0.0,0.0,0.0,12.1,20.2
