year,comm_code,comm_name,service_name,n
2022,BRE,BRENTWOOD,Roads - Dead Animal Pick-Up,19
2022,BRE,BRENTWOOD,Roads - Debris on Backlane,13
2022,BRE,BRENTWOOD,Roads - Debris on Street/Sidewalk/Boulevard,36
2022,BRE,BRENTWOOD,Roads - Detour Inquiry,10
2022,BRE,BRENTWOOD,Roads - Detour Urgent (Safety) Concerns,16
2022,BRE,BRENTWOOD,Roads - Employee Complaint - Compliment,3
2022,BRE,BRENTWOOD,Roads - Fence - Noise Barrier - Retaining Wall Repair,3
2022,BRE,BRENTWOOD,Roads - Indemnification Agreement - Request For,1
2022,BRE,BRENTWOOD,Roads - Local Improvement Inquiry,1
2022,BRE,BRENTWOOD,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",4
2022,BRE,BRENTWOOD,Roads Permits - Requests and Inquiries,3
2022,BRE,BRENTWOOD,Roads - Pothole Maintenance,22
2022,BRE,BRENTWOOD,Roads - Roadway Maintenance,19
2022,BRE,BRENTWOOD,Roads - Sidewalk - Curb and Gutter Repair,16
2022,BRE,BRENTWOOD,Roads - Signs - Missing - Damaged,43
2022,BRE,BRENTWOOD,Roads - Signs - Parking,15
2022,BRE,BRENTWOOD,Roads - Signs - Traffic and Roadmarking,10
2022,BRE,BRENTWOOD,Roads - Snow and Ice Control,34
2022,BRE,BRENTWOOD,Roads - Speed Education,1
2022,BRE,BRENTWOOD,Roads - Street Cleaning Annual Program,6
2022,BRE,BRENTWOOD,Roads - Streetlight Damage,4
2022,BRE,BRENTWOOD,Roads - Streetlight - General Inquiry,7
2022,BRE,BRENTWOOD,Roads - Streetlight Maintenance,111
2022,BRE,BRENTWOOD,Roads - Street Paving Program,5
2022,BRE,BRENTWOOD,Roads - Traffic or Pedestrian Light Repair,9
2022,BRE,BRENTWOOD,Roads - Traffic Signal Construction Inquiry,1
2022,BRE,BRENTWOOD,Roads - Traffic Signal Lane Designation Sign,1
2022,BRE,BRENTWOOD,Roads - Traffic Signal Operation Report - Intersection Plan,1
2022,BRE,BRENTWOOD,Roads - Traffic Signal Timing Inquiry,8
2022,BRE,BRENTWOOD,Roads - Wheelchair Slope - Request For,1
2022,BRE,BRENTWOOD,Stewardship of City Owned Land,5
2022,BRE,BRENTWOOD,TP - Community Traffic - Cycling - Pedestrian Inquiries,3
2022,BRE,BRENTWOOD,TP - Driveway Access - New or Widening,4
2022,BRE,BRENTWOOD,WATR - Erosion and Sediment Control,1
2022,BRE,BRENTWOOD,WATR - Utility Inspection - Corrosion - Indemnification,2
2022,BRE,BRENTWOOD,WATR - Water Billing Concerns,1
2022,BRE,BRENTWOOD,WATR - Water Reporting and Information,1
2022,BRE,BRENTWOOD,WATS - Basement Seepage,2
2022,BRE,BRENTWOOD,WATS - Catch Basin Concerns,28
2022,BRE,BRENTWOOD,WATS - Construction Inquiry,19
2022,BRE,BRENTWOOD,WATS - Cross Connection Inquiries,1
2022,BRE,BRENTWOOD,WATS - Drainage Bylaw,2
2022,BRE,BRENTWOOD,WATS - Drainage Concerns,1
2022,BRE,BRENTWOOD,WATS - Emergency Water Temporary Off,17
2022,BRE,BRENTWOOD,WATS - Erosion and Sediment Control,1
2022,BRE,BRENTWOOD,WATS - Fire Hydrant,4
2022,BRE,BRENTWOOD,WATS - Manhole Concerns,2
2022,BRE,BRENTWOOD,WATS - Service and Main Valve Issues,21
2022,BRE,BRENTWOOD,WATS - Sewage Back-up,124
2022,BRE,BRENTWOOD,WATS - Sewer Maintenance,53
2022,BRE,BRENTWOOD,WATS - Spills Entering Storm System,5
2022,BRE,BRENTWOOD,WATS - Urgent Water Reconnect,12
2022,BRE,BRENTWOOD,WATS - Water Equipment Pickup,2
2022,BRE,BRENTWOOD,WATS - Water Main Break or Leak,24
2022,BRE,BRENTWOOD,WATS - Water Meter Installation Request,1
2022,BRE,BRENTWOOD,WATS - Water Meter Issues,18
2022,BRE,BRENTWOOD,WATS - Water Off-On Appointment,25
2022,BRE,BRENTWOOD,WATS - Water Outage,7
2022,BRE,BRENTWOOD,WATS - Water Pressure Issues,4
2022,BRE,BRENTWOOD,WATS - Water Quality,4
2022,BRE,BRENTWOOD,WATS - Water Wagon Issues,4
2022,BRE,BRENTWOOD,WRS - Brochures,10
2022,BRE,BRENTWOOD,WRS - Cart Management,147
2022,BRE,BRENTWOOD,WRS - Commercial Collection Services,9
2022,BRE,BRENTWOOD,WRS - Compost - Green Cart,30
2022,BRE,BRENTWOOD,WRS - Debris in Backlane,5
2022,BRE,BRENTWOOD,WRS - Employee - Complaint Compliment,3
2022,BRE,BRENTWOOD,WRS - New Service - Carts,3
2022,BRE,BRENTWOOD,WRS - Programs,13
2022,BRE,BRENTWOOD,WRS - Recycling - Blue Cart,22
2022,BRE,BRENTWOOD,WRS - Waste - Residential,18
2022,BRI,BRIDLEWOOD,311 Contact Us,37
2022,BRI,BRIDLEWOOD,After Hours Office of the Councillors - General Inquiry,1
2022,BRI,BRIDLEWOOD,After Hours Transit - General Concerns,7
2022,BRI,BRIDLEWOOD,Animal / Bylaw - Employee Complaint - Compliment,2
2022,BRI,BRIDLEWOOD,Animal / Bylaw - Information Request,14
2022,BRI,BRIDLEWOOD,AS - Animal at Large,10
2022,BRI,BRIDLEWOOD,AS - Animal Bite,3
2022,BRI,BRIDLEWOOD,AS - Animal Damaging Pet or Property,2
2022,BRI,BRIDLEWOOD,AS - Animal Injured,1
2022,BRI,BRIDLEWOOD,AS - Animal Licence - Concerns on Existing,4
2022,BRI,BRIDLEWOOD,AS - Animal Noise,20
2022,BRI,BRIDLEWOOD,AS - Animal Public Relations,4
2022,BRI,BRIDLEWOOD,AS - Dog Defecation,4
2022,BRI,BRIDLEWOOD,AS - Livestock - Bird(s) in the City,2
2022,BRI,BRIDLEWOOD,AS - Lost and Found Animal,10
2022,BRI,BRIDLEWOOD,ASMT - Assessment General Concern - After Hours and Overflow,3
2022,BRI,BRIDLEWOOD,AS - Pick Up Stray,9
2022,BRI,BRIDLEWOOD,AS - Urban Livestock Licenses and Permits,2
2022,BRI,BRIDLEWOOD,Bylaw - Disturbance and Behavioural Concerns,8
2022,BRI,BRIDLEWOOD,Bylaw - Invoice Appeal,1
2022,BRI,BRIDLEWOOD,Bylaw - Long Grass - Weeds Infraction,23
2022,BRI,BRIDLEWOOD,Bylaw - Material on Public Property,20
2022,BRI,BRIDLEWOOD,Bylaw - Noise Concerns,21
2022,BRI,BRIDLEWOOD,Bylaw - Property Maintenance Concerns,11
2022,BRI,BRIDLEWOOD,Bylaw - Snow and Ice on Sidewalk,51
2022,BRI,BRIDLEWOOD,Bylaw - Temporary Signs Infraction on City Property,3
2022,BRI,BRIDLEWOOD,Bylaw - Tree - Shrub Infraction,4
2022,BRI,BRIDLEWOOD,Bylaw - Vehicle Concerns,10
2022,BRI,BRIDLEWOOD,Bylaw - Waste and Recycling Infractions,5
2022,BRI,BRIDLEWOOD,CAI - Utility Placement Inquiry,1
2022,BRI,BRIDLEWOOD,CBS - Code Inquiry,9
2022,BRI,BRIDLEWOOD,CBS Concern - Building Without a Permit,10
2022,BRI,BRIDLEWOOD,CBS Concern - Electrical,2
2022,BRI,BRIDLEWOOD,CBS - DCI - Vehicle Infractions,5
2022,BRI,BRIDLEWOOD,CBS Inspection - Cancellation or Reschedule,14
2022,BRI,BRIDLEWOOD,CBS Inspection - Commercial or Multi-Family,7
2022,BRI,BRIDLEWOOD,CBS Inspection - Electrical,101
2022,BRI,BRIDLEWOOD,CBS Inspection - Furnace Replacement,42
2022,BRI,BRIDLEWOOD,CBS Inspection - Gas,15
2022,BRI,BRIDLEWOOD,CBS Inspection - Heating and Ventilation,6
2022,BRI,BRIDLEWOOD,CBS Inspection - Plumbing,24
2022,BRI,BRIDLEWOOD,CBS Inspection - Residential Improvement Project - RIP,45
2022,BRI,BRIDLEWOOD,CBS - Planning and Development - After Hours SR,6
2022,BRI,BRIDLEWOOD,CBS - RIM - Property Research,37
2022,BRI,BRIDLEWOOD,CBS - Urgent Safety Response,1
2022,BRI,BRIDLEWOOD,CFD - Business Licence Inspection - FHB,3
2022,BRI,BRIDLEWOOD,CFD - Fire Code and General Inquiries - FHB,6
2022,BRI,BRIDLEWOOD,CFD - Fire Code Hazard Complaint - FHB,1
2022,BRI,BRIDLEWOOD,CFD - Incident Report Request,2
2022,BRI,BRIDLEWOOD,CFD - Land Search - Property Search,1
2022,BRI,BRIDLEWOOD,CFD - Life Safety Systems Inspection - FHB,1
2022,BRI,BRIDLEWOOD,CFD - Provincial Accreditation or Licence Inspection - FHB,5
2022,BRI,BRIDLEWOOD,CFD - Safe Housing - FHB,1
2022,BRI,BRIDLEWOOD,CN - Neighbourhood Services Programs,1
2022,BRI,BRIDLEWOOD,CN - Property Tax Assistance Program (PTAP),4
2022,BRI,BRIDLEWOOD,CN - Senior Services Home Maintenance Inquiry,1
2022,BRI,BRIDLEWOOD,CN - Snow Angels Campaign,1
2022,BRI,BRIDLEWOOD,CN - Subsidized Programs - Fair Entry,49
2022,BRI,BRIDLEWOOD,Compliance - Business Licence Concern,12
2022,BRI,BRIDLEWOOD,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,1
2022,BRI,BRIDLEWOOD,Corporate - Encampment Concerns,1
2022,BRI,BRIDLEWOOD,Corporate - Face Covering Concerns,1
2022,BRI,BRIDLEWOOD,Corporate - Graffiti Concerns,17
2022,BRI,BRIDLEWOOD,CT - Advertising and Communications,2
2022,BRI,BRIDLEWOOD,CT - Bus or CTrain Vehicle Maintenance,1
2022,BRI,BRIDLEWOOD,CT - Bus Route or Bus Schedule,26
2022,BRI,BRIDLEWOOD,CT - Bus Stops,20
2022,BRI,BRIDLEWOOD,CT - Transit Pass Programs,4
2022,BRI,BRIDLEWOOD,CT - Transit Safety / Public Etiquette,2
2022,BRI,BRIDLEWOOD,DBBS Inspection - Electrical,1
2022,BRI,BRIDLEWOOD,DBBS - RIM - Property Research,2
2022,BRI,BRIDLEWOOD,Finance - Accounts Payable,1
2022,BRI,BRIDLEWOOD,Finance - Credit and Collection Inquiries,5
2022,BRI,BRIDLEWOOD,Finance - ONLINE Property Tax Document Request,11
2022,BRI,BRIDLEWOOD,Finance - ONLINE TIPP Agreement Request,141
2022,BRI,BRIDLEWOOD,Finance - Property Tax Account Inquiry,246
2022,BRI,BRIDLEWOOD,Finance - Tax Account Maintenance,2
2022,BRI,BRIDLEWOOD,Finance - TIPP Agreement Request,107
2022,BRI,BRIDLEWOOD,Law - Risk Management and Claims,3
2022,BRI,BRIDLEWOOD,Parks - Branching Out Tree Program,1
2022,BRI,BRIDLEWOOD,Parks - Community Inquiry,1
2022,BRI,BRIDLEWOOD,Parks - Garbage - WAM,20
2022,BRI,BRIDLEWOOD,Parks - Infrastructure - WAM,11
2022,BRI,BRIDLEWOOD,Parks - Irrigation Maintenance - WAM,4
2022,BRI,BRIDLEWOOD,Parks - Lighting Concern - WAM,1
2022,BRI,BRIDLEWOOD,Parks - Maintenance - WAM,5
2022,BRI,BRIDLEWOOD,Parks - Mowing Request - WAM,17
2022,BRI,BRIDLEWOOD,Parks - Natural Area Maintenance - WAM,2
2022,BRI,BRIDLEWOOD,Parks - Pathway Concern - WAM,9
2022,BRI,BRIDLEWOOD,Parks - Snow and Ice Concerns - WAM,5
2022,BRI,BRIDLEWOOD,Parks - Tree Concern - WAM,41
2022,BRI,BRIDLEWOOD,Parks - Weed Control Issues - WAM,2
2022,BRI,BRIDLEWOOD,Parks - Wildlife Management,12
2022,BRI,BRIDLEWOOD,Parks - Wildlife Sightings,10
2022,BRI,BRIDLEWOOD,REC - Glenmore Reservoir - Boat Rentals,1
2022,BRI,BRIDLEWOOD,REC - Pool - Canyon Meadows,1
2022,BRI,BRIDLEWOOD,Roads - Backlane Maintenance,7
2022,BRI,BRIDLEWOOD,Roads - Backlane Paving Construction,5
2022,BRI,BRIDLEWOOD,Roads - Boulevard Maintenance,5
2022,BRI,BRIDLEWOOD,Roads - Curb Lowering for Existing Driveways,1
2022,BRI,BRIDLEWOOD,Roads - Dead Animal Pick-Up,14
2022,BRI,BRIDLEWOOD,Roads - Debris on Backlane,6
2022,BRI,BRIDLEWOOD,Roads - Debris on Street/Sidewalk/Boulevard,11
2022,BRI,BRIDLEWOOD,Roads - Detour Inquiry,2
2022,BRI,BRIDLEWOOD,Roads - Detour Urgent (Safety) Concerns,4
2022,BRI,BRIDLEWOOD,Roads - Fence - Noise Barrier - Retaining Wall Repair,2
2022,BRI,BRIDLEWOOD,Roads - Local Improvement Inquiry,1
2022,BRI,BRIDLEWOOD,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",16
2022,BRI,BRIDLEWOOD,Roads Permits - Requests and Inquiries,4
2022,BRI,BRIDLEWOOD,Roads - Pothole Maintenance,5
2022,BRI,BRIDLEWOOD,Roads - Roadway Maintenance,6
2022,BRI,BRIDLEWOOD,Roads - Sidewalk - Curb and Gutter Repair,30
2022,BRI,BRIDLEWOOD,Roads - Signs - Missing - Damaged,22
2022,BRI,BRIDLEWOOD,Roads - Signs - Parking,9
2022,BRI,BRIDLEWOOD,Roads - Signs - Traffic and Roadmarking,16
2022,BRI,BRIDLEWOOD,Roads - Snow and Ice Control,17
2022,BRI,BRIDLEWOOD,Roads - Street Cleaning Annual Program,8
2022,BRI,BRIDLEWOOD,Roads - Streetlight Damage,2
2022,BRI,BRIDLEWOOD,Roads - Streetlight Maintenance,72
2022,BRI,BRIDLEWOOD,Roads - Traffic or Pedestrian Light Repair,13
2022,BRI,BRIDLEWOOD,Roads - Traffic Signal Lane Designation Sign,2
2022,BRI,BRIDLEWOOD,Roads - Traffic Signal Timing Inquiry,23
2022,BRI,BRIDLEWOOD,TI - Connections to South West Ring Road,2
2022,BRI,BRIDLEWOOD,TP - Community Traffic - Cycling - Pedestrian Inquiries,1
2022,BRI,BRIDLEWOOD,UEP - Odour Inquiries,2
2022,BRI,BRIDLEWOOD,WATR - Erosion and Sediment Control,1
2022,BRI,BRIDLEWOOD,WATR - Industrial Monitoring Inquiry,1
2022,BRI,BRIDLEWOOD,WATR - Major Projects Inquiry,2
2022,BRI,BRIDLEWOOD,WATS - Catch Basin Concerns,20
2022,BRI,BRIDLEWOOD,WATS - Construction Inquiry,2
2022,BRI,BRIDLEWOOD,WATS - Cross Connection Inquiries,2
2022,BRI,BRIDLEWOOD,WATS - Emergency Water Temporary Off,2
2022,BRI,BRIDLEWOOD,WATS - Fire Hydrant,3
2022,BRI,BRIDLEWOOD,WATS - Hydrant Control Unit - HCU Inspections,2
2022,BRI,BRIDLEWOOD,WATS - Property Rehab,1
2022,BRI,BRIDLEWOOD,WATS - Service and Main Valve Issues,8
2022,BRI,BRIDLEWOOD,WATS - Sewage Back-up,2
2022,BRI,BRIDLEWOOD,WATS - Sewer Maintenance,4
2022,BRI,BRIDLEWOOD,WATS - Spills Entering Storm System,3
2022,BRI,BRIDLEWOOD,WATS - Storm Pond Concerns,2
2022,BRI,BRIDLEWOOD,WATS - Urgent Water Reconnect,2
2022,BRI,BRIDLEWOOD,WATS - Water Main Break or Leak,4
2022,BRI,BRIDLEWOOD,WATS - Water Meter Installation Request,2
2022,BRI,BRIDLEWOOD,WATS - Water Meter Issues,9
2022,BRI,BRIDLEWOOD,WATS - Water Off-On Appointment,5
2022,BRI,BRIDLEWOOD,WATS - Water Outage,2
2022,BRI,BRIDLEWOOD,WATS - Water Pressure Issues,2
2022,BRI,BRIDLEWOOD,WATS - Water Run Inquiry,1
2022,BRI,BRIDLEWOOD,WRS - Cart Management,126
2022,BRI,BRIDLEWOOD,WRS - Commercial Collection Services,5
2022,BRI,BRIDLEWOOD,WRS - Compost - Green Cart,33
2022,BRI,BRIDLEWOOD,WRS - Debris in Backlane,3
2022,BRI,BRIDLEWOOD,WRS - Employee - Complaint Compliment,4
2022,BRI,BRIDLEWOOD,WRS - New Service - Carts,3
2022,BRI,BRIDLEWOOD,WRS - Programs,7
2022,BRI,BRIDLEWOOD,WRS - Recycling - Blue Cart,36
2022,BRI,BRIDLEWOOD,WRS - Waste - Residential,43
2022,BRT,BRITANNIA,311 Contact Us,5
2022,BRT,BRITANNIA,After Hours Office of the Councillors - General Inquiry,3
2022,BRT,BRITANNIA,Animal / Bylaw - Information Request,1
2022,BRT,BRITANNIA,AS - Animal Licence - Concerns on Existing,4
2022,BRT,BRITANNIA,AS - Animal Vehicle Offences,1
2022,BRT,BRITANNIA,AS - Lost and Found Animal,2
2022,BRT,BRITANNIA,AS - Pick Up Stray,1
2022,BRT,BRITANNIA,Bylaw - Long Grass - Weeds Infraction,3
2022,BRT,BRITANNIA,Bylaw - Material on Public Property,10
2022,BRT,BRITANNIA,Bylaw - Permit - Noise Exemption,1
2022,BRT,BRITANNIA,Bylaw - Snow and Ice on Sidewalk,2
2022,BRT,BRITANNIA,Bylaw - Temporary Signs Infraction on City Property,1
2022,BRT,BRITANNIA,Bylaw - Tree - Shrub Infraction,26
2022,BRT,BRITANNIA,Bylaw - Vandalism and Property Damage Concerns,2
2022,BRT,BRITANNIA,CBS - Infill Construction Concerns,3
2022,BRT,BRITANNIA,CBS Inspection - Commercial or Multi-Family,8
2022,BRT,BRITANNIA,CBS Inspection - Electrical,2
2022,BRT,BRITANNIA,CBS Inspection - Furnace Replacement,2
2022,BRT,BRITANNIA,CBS Inspection - Heating and Ventilation,2
2022,BRT,BRITANNIA,CBS Inspection - Plumbing,4
2022,BRT,BRITANNIA,CBS Inspection - Residential Improvement Project - RIP,13
2022,BRT,BRITANNIA,CBS Inspection - SCP - New Home,13
2022,BRT,BRITANNIA,CBS - RIM - Property Research,9
2022,BRT,BRITANNIA,CFD - Business Licence Inspection - FHB,3
2022,BRT,BRITANNIA,CFD - Land Search - Property Search,1
2022,BRT,BRITANNIA,CFD - Provincial Accreditation or Licence Inspection - FHB,1
2022,BRT,BRITANNIA,CN - Subsidized Programs - Fair Entry,1
2022,BRT,BRITANNIA,Corporate - Encampment Concerns,1
2022,BRT,BRITANNIA,Corporate - Graffiti Concerns,8
2022,BRT,BRITANNIA,Finance - ONLINE Property Tax Document Request,5
2022,BRT,BRITANNIA,Finance - ONLINE TIPP Agreement Request,12
2022,BRT,BRITANNIA,Finance - Property Tax Account Inquiry,11
2022,BRT,BRITANNIA,Finance - TIPP Agreement Request,5
2022,BRT,BRITANNIA,Law - Risk Management and Claims,1
2022,BRT,BRITANNIA,Parks - Development - Tree Concern - WAM,3
2022,BRT,BRITANNIA,Parks - Garbage - WAM,1
2022,BRT,BRITANNIA,Parks - Infrastructure - WAM,5
2022,BRT,BRITANNIA,Parks - Maintenance - WAM,2
2022,BRT,BRITANNIA,Parks - Pathway Concern - WAM,1
2022,BRT,BRITANNIA,Parks - Snow and Ice Concerns - WAM,3
2022,BRT,BRITANNIA,Parks - Tree Concern - WAM,13
2022,BRT,BRITANNIA,Parks - Wildlife Management,2
2022,BRT,BRITANNIA,Parks - Wildlife Sightings,4
2022,BRT,BRITANNIA,REDS - Property Leasing and Sales Inquiry,1
2022,BRT,BRITANNIA,Roads - Backlane Maintenance,3
2022,BRT,BRITANNIA,Roads - Curb Lowering for Existing Driveways,1
2022,BRT,BRITANNIA,Roads - Dead Animal Pick-Up,1
2022,BRT,BRITANNIA,Roads - Debris on Street/Sidewalk/Boulevard,8
2022,BRT,BRITANNIA,Roads - Detour Inquiry,2
2022,BRT,BRITANNIA,Roads - Detour Urgent (Safety) Concerns,2
2022,BRT,BRITANNIA,Roads - Employee Complaint - Compliment,1
2022,BRT,BRITANNIA,Roads - Indemnification Agreement - Request For,1
2022,BRT,BRITANNIA,Roads Permits - Requests and Inquiries,2
2022,BRT,BRITANNIA,Roads - Pothole Maintenance,1
2022,BRT,BRITANNIA,Roads - Repaving Candidate Street and Inquiries,1
2022,BRT,BRITANNIA,Roads - Roadway Maintenance,3
2022,BRT,BRITANNIA,Roads - Sidewalk - Curb and Gutter Repair,12
2022,BRT,BRITANNIA,Roads - Signs - Missing - Damaged,5
2022,BRT,BRITANNIA,Roads - Signs - Parking,9
2022,BRT,BRITANNIA,Roads - Signs - Traffic and Roadmarking,2
2022,BRT,BRITANNIA,Roads - Snow and Ice Control,7
2022,BRT,BRITANNIA,Roads - Streetlight - General Inquiry,1
2022,BRT,BRITANNIA,Roads - Streetlight Maintenance,2
2022,BRT,BRITANNIA,Roads - Street Paving Program,1
2022,BRT,BRITANNIA,Roads - Traffic or Pedestrian Light Repair,1
2022,BRT,BRITANNIA,Roads - Traffic Signal Timing Inquiry,1
2022,BRT,BRITANNIA,TP - Community Traffic - Cycling - Pedestrian Inquiries,2
2022,BRT,BRITANNIA,WATR - Erosion and Sediment Control,1
2022,BRT,BRITANNIA,WATR - Utility Inspection - Corrosion - Indemnification,1
2022,BRT,BRITANNIA,WATR - Water Development Inquiry,1
2022,BRT,BRITANNIA,WATS - Catch Basin Concerns,3
2022,BRT,BRITANNIA,WATS - Cross Connection Inquiries,2
2022,BRT,BRITANNIA,WATS - Fire Hydrant,2
2022,BRT,BRITANNIA,WATS - Service and Main Valve Issues,5
2022,BRT,BRITANNIA,WATS - Sewage Back-up,7
2022,BRT,BRITANNIA,WATS - Sewer Maintenance,5
2022,BRT,BRITANNIA,WATS - Tap Water Sampling Program,1
2022,BRT,BRITANNIA,WATS - Water Main Break or Leak,2
2022,BRT,BRITANNIA,WATS - Water Meter Issues,3
2022,BRT,BRITANNIA,WATS - Water Off-On Appointment,6
2022,BRT,BRITANNIA,WATS - Water Outage,1
2022,BRT,BRITANNIA,WATS - Water Pressure Issues,17
2022,BRT,BRITANNIA,WATS - Water Quality,1
2022,BRT,BRITANNIA,WRS - Cart Management,62
2022,BRT,BRITANNIA,WRS - Commercial Collection Services,6
2022,BRT,BRITANNIA,WRS - Debris in Backlane,1
2022,BRT,BRITANNIA,WRS - New Service - Carts,1
2022,BRT,BRITANNIA,WRS - Recycling - Blue Cart,2
2022,BRT,BRITANNIA,WRS - Special Collection,1
2022,BRT,BRITANNIA,WRS - Waste - Residential,6
2022,BUR,BURNS INDUSTRIAL,311 Contact Us,14
2022,BUR,BURNS INDUSTRIAL,AS - Animal at Large,1
2022,BUR,BURNS INDUSTRIAL,AS - Rat Sighting,1
2022,BUR,BURNS INDUSTRIAL,AS - Urban Livestock Licenses and Permits,4
2022,BUR,BURNS INDUSTRIAL,Bylaw - Disturbance and Behavioural Concerns,8
2022,BUR,BURNS INDUSTRIAL,Bylaw - Material on Public Property,9
2022,BUR,BURNS INDUSTRIAL,Bylaw - Noise Concerns,1
2022,BUR,BURNS INDUSTRIAL,Bylaw - Permit - Noise Exemption,1
2022,BUR,BURNS INDUSTRIAL,Bylaw - Temporary Signs Infraction on City Property,1
2022,BUR,BURNS INDUSTRIAL,Bylaw - Vehicle Concerns,1
2022,BUR,BURNS INDUSTRIAL,Bylaw - Waste and Recycling Infractions,3
2022,BUR,BURNS INDUSTRIAL,CBS - Code Inquiry,3
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Cancellation or Reschedule,5
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Commercial or Multi-Family,42
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Electrical,9
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Gas,2
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Heating and Ventilation,6
2022,BUR,BURNS INDUSTRIAL,CBS Inspection - Plumbing,6
2022,BUR,BURNS INDUSTRIAL,CBS - RIM - Property Research,9
2022,BUR,BURNS INDUSTRIAL,CFD - Business Licence Inspection - FHB,36
2022,BUR,BURNS INDUSTRIAL,CFD - Fire Code and General Inquiries - FHB,3
2022,BUR,BURNS INDUSTRIAL,CFD - Fire Code Hazard Complaint - FHB,2
2022,BUR,BURNS INDUSTRIAL,CFD - Fire Safety Plan Review - FHB,1
2022,BUR,BURNS INDUSTRIAL,CFD - Fireworks Pyro Open Flame Blasting Inspection - FHB,1
2022,BUR,BURNS INDUSTRIAL,CFD - Land Search - Property Search,3
2022,BUR,BURNS INDUSTRIAL,CFD - Life Safety Systems Inspection - FHB,2
2022,BUR,BURNS INDUSTRIAL,CFD - Lockbox Inquiry - FHB,1
2022,BUR,BURNS INDUSTRIAL,CFD - Provincial Accreditation or Licence Inspection - FHB,1
2022,BUR,BURNS INDUSTRIAL,CFD - Special Events Inspection - FHB,3
2022,BUR,BURNS INDUSTRIAL,CFD - Technical Services Review - FHB,2
2022,BUR,BURNS INDUSTRIAL,Compliance - Business Licence Concern,11
2022,BUR,BURNS INDUSTRIAL,Compliance - Taxi/Limousine/TNC (Ride Sharing) Concern,4
2022,BUR,BURNS INDUSTRIAL,Corporate - Encampment Concerns,48
2022,BUR,BURNS INDUSTRIAL,Corporate - Face Covering Concerns,1
2022,BUR,BURNS INDUSTRIAL,Corporate - Graffiti Concerns,7
2022,BUR,BURNS INDUSTRIAL,CT - Bus Route or Bus Schedule,2
2022,BUR,BURNS INDUSTRIAL,CT - Bus Stops,5
2022,BUR,BURNS INDUSTRIAL,DBBS - RIM - Property Research,2
2022,BUR,BURNS INDUSTRIAL,Finance - BIA and Business Tax Inquiry,1
2022,BUR,BURNS INDUSTRIAL,Finance - Corporate Billing and eBill Inquiry,2
2022,BUR,BURNS INDUSTRIAL,Finance - Credit and Collection Inquiries,1
2022,BUR,BURNS INDUSTRIAL,Finance - ONLINE Property Tax Document Request,1
2022,BUR,BURNS INDUSTRIAL,Finance - ONLINE TIPP Agreement Request,3
2022,BUR,BURNS INDUSTRIAL,Finance - Property Tax Account Inquiry,7
2022,BUR,BURNS INDUSTRIAL,Finance - Tax Account Maintenance,1
2022,BUR,BURNS INDUSTRIAL,Finance - TIPP Agreement Request,2
2022,BUR,BURNS INDUSTRIAL,Fleet - General Concern,3
2022,BUR,BURNS INDUSTRIAL,Law - Risk Management and Claims,2
2022,BUR,BURNS INDUSTRIAL,Parks - Garbage - WAM,9
2022,BUR,BURNS INDUSTRIAL,Parks - Infrastructure - WAM,1
2022,BUR,BURNS INDUSTRIAL,Parks - Irrigation Maintenance - WAM,1
2022,BUR,BURNS INDUSTRIAL,Parks - Maintenance - WAM,2
2022,BUR,BURNS INDUSTRIAL,Parks - Mowing Request - WAM,2
2022,BUR,BURNS INDUSTRIAL,Parks - Natural Area Inquiries - WAM,1
2022,BUR,BURNS INDUSTRIAL,Parks - Natural Area Maintenance - WAM,1
2022,BUR,BURNS INDUSTRIAL,Parks - Pathway Concern - WAM,2
2022,BUR,BURNS INDUSTRIAL,Parks - Snow and Ice Concerns - WAM,4
2022,BUR,BURNS INDUSTRIAL,Parks - Tree Concern - WAM,8
2022,BUR,BURNS INDUSTRIAL,Parks - Weed Control Issues - WAM,1
2022,BUR,BURNS INDUSTRIAL,Parks - Wildlife Management,4
2022,BUR,BURNS INDUSTRIAL,Parks - Wildlife Sightings,2
2022,BUR,BURNS INDUSTRIAL,Roads - Boulevard Maintenance,2
2022,BUR,BURNS INDUSTRIAL,Roads - Bridge - Tunnel - Underpass Concern,2
2022,BUR,BURNS INDUSTRIAL,Roads - Dead Animal Pick-Up,7
2022,BUR,BURNS INDUSTRIAL,Roads - Debris on Backlane,1
2022,BUR,BURNS INDUSTRIAL,Roads - Debris on Street/Sidewalk/Boulevard,32
2022,BUR,BURNS INDUSTRIAL,Roads - Detour Inquiry,4
2022,BUR,BURNS INDUSTRIAL,Roads - Detour Urgent (Safety) Concerns,5
2022,BUR,BURNS INDUSTRIAL,Roads - Employee Complaint - Compliment,2
2022,BUR,BURNS INDUSTRIAL,Roads - Fence - Noise Barrier - Retaining Wall Repair,1
2022,BUR,BURNS INDUSTRIAL,Roads - Indemnification Agreement - Request For,1
2022,BUR,BURNS INDUSTRIAL,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",1
