year,month,day_of_week,source,service_name,agency_responsible,location_type,n,quick
2021,6,3,Other,CT - Fair Entry Inquiry,TRAN - Calgary Transit,None,10,10
2021,6,3,Other,CT - Lost Property,TRAN - Calgary Transit,None,78,78
2021,6,3,Other,CT - MAX,TRAN - Calgary Transit,Community Centrepoint,3,3
2021,6,3,Other,CT - Park and Ride Lot - LRT or Bus,TRAN - Calgary Transit,Community Centrepoint,1,1
2021,6,3,Other,CT - Projects,TRAN - Calgary Transit,Community Centrepoint,2,2
2021,6,3,Other,CT - Transit Pass Programs,TRAN - Calgary Transit,Community Centrepoint,15,15
2021,6,3,Other,CT - Transit Pass Programs,TRAN - Calgary Transit,None,8,8
2021,6,3,Other,CT - Transit Safety / Public Etiquette,TRAN - Calgary Transit,Community Centrepoint,7,7
2021,6,3,Other,DBBS Concern - Building Without a Permit,"PDS - Development, Business and Building Services",Community Centrepoint,1,1
2021,6,3,Other,DBBS - RIM - Property Research,"PDS - Development, Business and Building Services",Community Centrepoint,1,1
2021,6,3,Other,ESM - Environmental and Safety Management Inquiries,UEP - Environmental and Safety Management,None,1,1
2021,6,3,Other,Facility Mgmt - FMCCC - Customer Care Centre,DCMO - Facility Management,Community Centrepoint,1,1
2021,6,3,Other,Finance - BIA and Business Tax Inquiry,CFOD - Finance,Community Centrepoint,1,1
2021,6,3,Other,Finance - Corporate Billing and eBill Inquiry,CFOD - Finance,Community Centrepoint,1,1
2021,6,3,Other,Finance - Credit and Collection Inquiries,CFOD - Finance,Community Centrepoint,2,2
2021,6,3,Other,Finance - ONLINE eBill Inquiry,CFOD - Finance,None,2,2
2021,6,3,Other,Finance - ONLINE Property Tax Document Request,CFOD - Finance,Community Centrepoint,126,126
2021,6,3,Other,Finance - ONLINE Property Tax Document Request,CFOD - Finance,None,16,16
2021,6,3,Other,Finance - ONLINE TIPP Agreement Request,CFOD - Finance,Community Centrepoint,846,846
2021,6,3,Other,Finance - ONLINE TIPP Agreement Request,CFOD - Finance,None,107,107
2021,6,3,Other,Finance - ONLINE TIPP Agreement Request,CPFS - Assessment and Tax,Community Centrepoint,3,3
2021,6,3,Other,Finance - Property Tax Account Inquiry,CFOD - Finance,Community Centrepoint,106,106
2021,6,3,Other,Finance - Property Tax Account Inquiry,CFOD - Finance,None,1,1
2021,6,3,Other,Finance - Tax Account Maintenance,CFOD - Finance,Community Centrepoint,5,5
2021,6,3,Other,Finance - TIPP Agreement Request,CFOD - Finance,Community Centrepoint,31,31
2021,6,3,Other,Fleet - Employee Complaint - Compliment,DCMO - Fleet Services,Community Centrepoint,1,1
2021,6,3,Other,Fleet - General Concern,DCMO - Fleet Services,Community Centrepoint,1,1
2021,6,3,Other,Green Line Inquiry,TRAN - Green Line,Community Centrepoint,1,1
2021,6,3,Other,HR - Recruitment and Program Inquiry,CFOD - Human Resources,None,8,8
2021,6,3,Other,HR - Recruitment and Program Inquiry,PICS - Human Resources,None,1,1
2021,6,3,Other,Law - Risk Management and Claims,LL - Law,Community Centrepoint,6,6
2021,6,3,Other,LEAD Program Inquiry,CS - Calgary Neighbourhoods,Community Centrepoint,1,1
2021,6,3,Other,LEAD Program Inquiry,CS - Calgary Neighbourhoods,None,1,1
2021,6,3,Other,Opinions on Business Units,Corporate Wide Service Requests,Community Centrepoint,4,4
2021,6,3,Other,Opinions on Business Units,Corporate Wide Service Requests,None,10,10
2021,6,3,Other,Parks - Development - Tree Concern - WAM,CS - Calgary Parks,Community Centrepoint,4,4
2021,6,3,Other,Parks - Devonian Gardens - Inquiries and Bookings,CS - Calgary Parks,None,2,2
2021,6,3,Other,Parks - Employee Complaint - Compliment,CS - Calgary Parks,Community Centrepoint,5,5
2021,6,3,Other,Parks - Garbage - WAM,CS - Calgary Parks,Community Centrepoint,20,20
2021,6,3,Other,Parks - General Concerns,CS - Calgary Parks,Community Centrepoint,4,4
2021,6,3,Other,Parks - Infrastructure - WAM,CS - Calgary Parks,Community Centrepoint,27,27
2021,6,3,Other,Parks - Inglewood Bird Sanctuary - Inquiries and Bookings,CS - Calgary Parks,None,1,1
2021,6,3,Other,Parks - Irrigation Line Location Request - WAM,CS - Calgary Parks,Community Centrepoint,3,3
2021,6,3,Other,Parks - Irrigation Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,8,8
2021,6,3,Other,Parks - Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,16,16
2021,6,3,Other,Parks - Mowing Request - WAM,CS - Calgary Parks,Community Centrepoint,27,27
2021,6,3,Other,Parks - Natural Area Inquiries - WAM,CS - Calgary Parks,Community Centrepoint,1,1
2021,6,3,Other,Parks - Natural Area Maintenance - WAM,CS - Calgary Parks,Community Centrepoint,6,6
2021,6,3,Other,Parks - Parks and Open Spaces Bookings,CS - Calgary Parks,None,8,8
2021,6,3,Other,Parks - Parks and Open Spaces Bookings,OS - Parks and Open Spaces,None,4,4
2021,6,3,Other,Parks - Pathway Concern - WAM,CS - Calgary Parks,Community Centrepoint,11,11
2021,6,3,Other,Parks - Pest Concerns - WAM,CS - Calgary Parks,Community Centrepoint,5,5
2021,6,3,Other,Parks - Planning Inquiries,CS - Calgary Parks,Community Centrepoint,14,14
2021,6,3,Other,Parks - Ralph Klein Park - Inquiries and Bookings,CS - Calgary Parks,Community Centrepoint,2,2
2021,6,3,Other,Parks - Reader Rock Garden - Inquiries and Bookings,CS - Calgary Parks,None,5,5
2021,6,3,Other,Parks - Special Events,CS - Calgary Recreation,None,43,39
2021,6,3,Other,Parks - Tree Concern - WAM,CS - Calgary Parks,Community Centrepoint,104,104
2021,6,3,Other,Parks - Tree Concern - WAM,OS - Parks and Open Spaces,Community Centrepoint,1,1
2021,6,3,Other,Parks - Weed Control Issues - WAM,CS - Calgary Parks,Community Centrepoint,7,7
2021,6,3,Other,Parks - Wildlife Management,CS - Calgary Parks,Community Centrepoint,6,6
2021,6,3,Other,Parks - Wildlife Management,CS - Calgary Parks,None,2,2
2021,6,3,Other,Parks - Wildlife Sightings,CS - Calgary Parks,Community Centrepoint,9,9
2021,6,3,Other,Parks - Wildlife Sightings,CS - Calgary Parks,None,2,2
2021,6,3,Other,Port-a-Potty Inquiry,CS - Calgary Recreation,Community Centrepoint,2,2
2021,6,3,Other,Public - Municipal Complex - Atrium or Plaza Use Request,DCMO - Facility Management,None,2,2
2021,6,3,Other,REC - Arts and Culture,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,REC - Arts and Culture,CS - Calgary Recreation,None,2,2
2021,6,3,Other,REC - Athletic Park Inquiry,CS - Calgary Recreation,Community Centrepoint,2,2
2021,6,3,Other,REC - Booking Inquiry,CS - Calgary Recreation,Community Centrepoint,2,2
2021,6,3,Other,REC - Golf Course Inquiry,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,REC - Golf Course Inquiry,CS - Calgary Recreation,None,2,2
2021,6,3,Other,REC - Pool - Acadia,CS - Calgary Recreation,Community Centrepoint,3,3
2021,6,3,Other,REC - Pool - Administration Inquiry,CS - Calgary Recreation,Community Centrepoint,2,2
2021,6,3,Other,REC - Pool - Beltline,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,REC - Pool - Bob Bahan,CS - Calgary Recreation,Community Centrepoint,2,2
2021,6,3,Other,REC - Pool - Canyon Meadows,CS - Calgary Recreation,Community Centrepoint,3,3
2021,6,3,Other,REC - Pool - Foothills,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,REC - Pool - Inglewood,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,REC - Pool - Killarney,CS - Calgary Recreation,Community Centrepoint,5,5
2021,6,3,Other,REC - Pool - Renfrew,CS - Calgary Recreation,Community Centrepoint,3,3
2021,6,3,Other,REC - Pool - Shouldice,CS - Calgary Recreation,Community Centrepoint,1,1
2021,6,3,Other,Recreation - Arena Booking Application,CS - Calgary Recreation,None,18,18
2021,6,3,Other,Recreation - Arena Meeting Room Application,CS - Calgary Recreation,None,1,1
2021,6,3,Other,Recreation - Arena Tournament and Special Event Application,CS - Calgary Recreation,None,1,1
2021,6,3,Other,Recreation - Athletic Park Application,CS - Calgary Recreation,None,18,18
2021,6,3,Other,Recreation - Athletic Park Special Event and Tournament Appl,CS - Calgary Recreation,None,5,5
2021,6,3,Other,Recreation - Boat Stall Application,CS - Calgary Recreation,None,4,4
2021,6,3,Other,Recreation - Food Truck Parking Stall Application,CS - Calgary Recreation,None,1,1
2021,6,3,Other,Recreation - Playfield (D & E) Community Fields Application,CS - Calgary Recreation,None,19,19
2021,6,3,Other,Recreation - Tennis / Pickleball Court Application,CS - Calgary Recreation,None,8,8
2021,6,3,Other,Recreation - Volunteer Request,CS - Calgary Recreation,None,3,3
2021,6,3,Other,REC - Southland Leisure Centre Inquiry,CS - Calgary Recreation,Community Centrepoint,4,4
2021,6,3,Other,REDS - Encroachment Agreements on City Land,DCMO - Real Estate and Development Services,Community Centrepoint,1,1
2021,6,3,Other,REDS - Property Leasing and Sales Inquiry,DCMO - Real Estate and Development Services,Community Centrepoint,1,1
2021,6,3,Other,Roads - Adaptive Roadways Program,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Adaptive Roadways Program,TRAN - Roads,None,7,7
2021,6,3,Other,Roads - Backlane Maintenance,OS - Mobility,Community Centrepoint,1,0
2021,6,3,Other,Roads - Backlane Maintenance,TRAN - Roads,Community Centrepoint,23,23
2021,6,3,Other,Roads - Backlane Paving Construction,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Boulevard Maintenance,TRAN - Roads,Community Centrepoint,14,14
2021,6,3,Other,Roads - Bridge - Tunnel - Underpass Concern,TRAN - Roads,Community Centrepoint,4,4
2021,6,3,Other,Roads - Curb Lowering for Existing Driveways,TRAN - Roads,Community Centrepoint,5,5
2021,6,3,Other,Roads - Dead Animal Pick-Up,TRAN - Roads,Community Centrepoint,19,19
2021,6,3,Other,Roads - Debris on Backlane,OS - Mobility,Community Centrepoint,2,2
2021,6,3,Other,Roads - Debris on Backlane,TRAN - Roads,Community Centrepoint,11,11
2021,6,3,Other,Roads - Debris on Street/Sidewalk/Boulevard,TRAN - Roads,Community Centrepoint,19,18
2021,6,3,Other,Roads - Detour Inquiry,OS - Mobility,Community Centrepoint,1,1
2021,6,3,Other,Roads - Detour Inquiry,TRAN - Roads,Community Centrepoint,5,5
2021,6,3,Other,Roads - Detour Urgent (Safety) Concerns,OS - Mobility,Community Centrepoint,1,1
2021,6,3,Other,Roads - Detour Urgent (Safety) Concerns,TRAN - Roads,Community Centrepoint,6,6
2021,6,3,Other,Roads - Employee Complaint - Compliment,TRAN - Roads,Community Centrepoint,6,6
2021,6,3,Other,Roads - Employee Complaint - Compliment,TRAN - Roads,None,1,1
2021,6,3,Other,Roads - Fence - Noise Barrier - Retaining Wall Repair,OS - Mobility,Community Centrepoint,1,1
2021,6,3,Other,Roads - Fence - Noise Barrier - Retaining Wall Repair,TRAN - Roads,Community Centrepoint,3,3
2021,6,3,Other,Roads - Indemnification Agreement - Request For,TRAN - Roads,Community Centrepoint,2,2
2021,6,3,Other,Roads - Local Improvement Inquiry,TRAN - Roads,Community Centrepoint,5,5
2021,6,3,Other,Roads - Minor Projects Construction,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,"Roads - NEW Signal, Left Turn or Pedestrian Light Request",TRAN - Roads,Community Centrepoint,7,7
2021,6,3,Other,Roads - New Subdivisions,TRAN - Roads,Community Centrepoint,7,7
2021,6,3,Other,Roads - Pavement Markings - Missing or Faded,TRAN - Roads,Community Centrepoint,3,3
2021,6,3,Other,Roads Permits - Requests and Inquiries,TRAN - Roads,Community Centrepoint,4,4
2021,6,3,Other,Roads - Pothole Maintenance,TRAN - Roads,Community Centrepoint,26,26
2021,6,3,Other,Roads - Repaving Candidate Street and Inquiries,OS - Mobility,Community Centrepoint,4,4
2021,6,3,Other,Roads - Repaving Candidate Street and Inquiries,OS - Mobility,None,2,2
2021,6,3,Other,Roads - Repaving Candidate Street and Inquiries,TRAN - Roads,Community Centrepoint,2,2
2021,6,3,Other,Roads - Roadway Maintenance,TRAN - Roads,Community Centrepoint,19,19
2021,6,3,Other,Roads - Sidewalk - Curb and Gutter Repair,OS - Mobility,Community Centrepoint,1,0
2021,6,3,Other,Roads - Sidewalk - Curb and Gutter Repair,TRAN - Roads,Community Centrepoint,29,29
2021,6,3,Other,Roads - Signs - Missing - Damaged,OS - Mobility,Community Centrepoint,2,2
2021,6,3,Other,Roads - Signs - Missing - Damaged,TRAN - Roads,Community Centrepoint,17,17
2021,6,3,Other,Roads - Signs - Parking,OS - Mobility,Community Centrepoint,5,5
2021,6,3,Other,Roads - Signs - Parking,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Signs - Traffic and Roadmarking,OS - Mobility,Community Centrepoint,6,6
2021,6,3,Other,Roads - Signs - Traffic and Roadmarking,TRAN - Roads,Community Centrepoint,6,6
2021,6,3,Other,Roads - Speed Education,TRAN - Roads,Community Centrepoint,4,4
2021,6,3,Other,Roads - Stairs - Damage,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Street Cleaning Annual Program,TRAN - Roads,Community Centrepoint,7,7
2021,6,3,Other,Roads - Streetlight Damage,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Streetlight - General Inquiry,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Roads - Streetlight Maintenance,TRAN - Roads,Community Centrepoint,3,3
2021,6,3,Other,Roads - Street Paving Program,TRAN - Roads,Community Centrepoint,6,6
2021,6,3,Other,Roads - Traffic Control Change Feedback,TRAN - Roads,None,1,1
2021,6,3,Other,Roads - Traffic or Pedestrian Light Repair,OS - Mobility,Community Centrepoint,1,1
2021,6,3,Other,Roads - Traffic or Pedestrian Light Repair,TRAN - Roads,Community Centrepoint,20,20
2021,6,3,Other,Roads - Traffic Signal Timing Inquiry,TRAN - Roads,Community Centrepoint,6,6
2021,6,3,Other,Roads - Wheelchair Slope - Request For,TRAN - Roads,Community Centrepoint,1,1
2021,6,3,Other,Stewardship of City Owned Land,DCMO - Real Estate and Development Services,Community Centrepoint,12,12
2021,6,3,Other,Supply - General Inquiries,DCMO - Supply,Community Centrepoint,1,1
2021,6,3,Other,TI - Bridges and Structures Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,1,1
2021,6,3,Other,TI - Connections to South West Ring Road,TRAN - Transportation Infrastructure,Community Centrepoint,4,4
2021,6,3,Other,TI - Major Road Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,4,4
2021,6,3,Other,TI - Major Transit Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,3,3
2021,6,3,Other,TI - Special Projects Inquiry,TRAN - Transportation Infrastructure,Community Centrepoint,2,2
2021,6,3,Other,TP - Community Traffic - Cycling - Pedestrian Inquiries,TRAN - Transportation Planning,Community Centrepoint,14,14
2021,6,3,Other,TP - Community Traffic - Cycling - Pedestrian Inquiries,TRAN - Transportation Planning,None,1,1
2021,6,3,Other,TP - Driveway Access - New or Widening,TRAN - Transportation Planning,Community Centrepoint,3,3
2021,6,3,Other,TP - Noise Barrier Wall,TRAN - Transportation Planning,Community Centrepoint,5,5
2021,6,3,Other,UEP - Odour Inquiries,UEP - Water Services,Community Centrepoint,1,1
2021,6,3,Other,WATR - Erosion and Sediment Control,UEP - Water Resources,Community Centrepoint,15,15
2021,6,3,Other,WATR - FAC Inspection,UEP - Water Resources,Community Centrepoint,1,1
2021,6,3,Other,WATR - Industrial Monitoring Inquiry,UEP - Water Resources,Community Centrepoint,1,1
2021,6,3,Other,WATR - Major Projects Inquiry,UEP - Water Resources,Community Centrepoint,5,5
2021,6,3,Other,WATR - Master Indem Construction Commencement Notice,UEP - Water Resources,Community Centrepoint,4,4
2021,6,3,Other,WATR - Utility Inspection - Corrosion - Indemnification,UEP - Water Resources,Community Centrepoint,10,10
2021,6,3,Other,WATR - Water Billing Concerns,UEP - Water Resources,Community Centrepoint,1,1
2021,6,3,Other,WATR - Water Conservation Programs,UEP - Water Resources,Community Centrepoint,1,1
2021,6,3,Other,WATS - Basement Seepage,UEP - Water Services,Community Centrepoint,1,1
2021,6,3,Other,WATS - Catch Basin Concerns,UEP - Water Services,Community Centrepoint,3,3
2021,6,3,Other,WATS - Construction Inquiry,UEP - Water Services,Community Centrepoint,6,6
2021,6,3,Other,WATS - Cross Connection Inquiries,UEP - Water Services,Community Centrepoint,2,2
2021,6,3,Other,WATS - Drainage Bylaw,UEP - Water Services,Community Centrepoint,2,2
2021,6,3,Other,WATS - Drainage Concerns,UEP - Water Services,Community Centrepoint,2,2
2021,6,3,Other,WATS - Erosion and Sediment Control,OS - Water Services,Community Centrepoint,3,3
2021,6,3,Other,WATS - Fire Hydrant,UEP - Water Services,Community Centrepoint,3,3
2021,6,3,Other,WATS - Fire Hydrant,UEP - Water Services,None,1,1
2021,6,3,Other,WATS - Fire Hydrant Flow Test,UEP - Water Services,Community Centrepoint,6,6
2021,6,3,Other,WATS - Manhole Concerns,UEP - Water Services,Community Centrepoint,4,4
2021,6,3,Other,WATS - Property Rehab,UEP - Water Services,Community Centrepoint,5,5
2021,6,3,Other,WATS - Service and Main Valve Issues,UEP - Water Services,Community Centrepoint,28,28
2021,6,3,Other,WATS - Sewage Back-up,UEP - Water Services,Community Centrepoint,7,7
2021,6,3,Other,WATS - Sewer Maintenance,UEP - Water Services,Community Centrepoint,52,52
2021,6,3,Other,WATS - Sewer Maintenance,UEP - Water Services,None,1,1
2021,6,3,Other,WATS - Spills Entering Storm System,UEP - Water Services,Community Centrepoint,1,1
2021,6,3,Other,WATS - Storm Pond Concerns,UEP - Water Services,Community Centrepoint,3,3
2021,6,3,Other,WATS - Tap Water Sampling Program,UEP - Water Services,Community Centrepoint,19,19
2021,6,3,Other,WATS - Urgent Water Reconnect,UEP - Water Services,Community Centrepoint,2,2
2021,6,3,Other,WATS - Wastewater Treatment Information,UEP - Water Services,Community Centrepoint,1,1
2021,6,3,Other,WATS - Water Equipment Pickup,UEP - Water Services,Community Centrepoint,2,2
2021,6,3,Other,WATS - Water Main Break or Leak,UEP - Water Services,Community Centrepoint,11,11
